AMBROSE,GA,31.549597,-82.987305
AMEAGLE,WV,37.784459,-81.118491
AMELIA,OH,39.014823,-84.205859
AMELIA,LA,29.688425,-91.220844
AMELIA,NE,42.556421,-99.032048
AMELIA COURT HOUSE,VA,37.342768,-77.984092
AMENIA,ND,47.021032,-97.271545
AMENIA,NY,41.826491,-73.710901
AMERICAN CANYON,CA,38.203596,-122.231947
AMERICAN FALLS,ID,42.635233,-112.945777
AMERICAN FORK,UT,40.395796,-111.803101
AMERICUS,KS,38.556174,-96.261884
AMERICUS,GA,32.072203,-84.232541
AMERY,WI,45.348566,-92.401379
AMES,NE,41.499208,-96.624657
AMES,OK,36.246582,-98.185445
AMES,IA,42.022864,-93.626792
AMESBURY,MA,42.853539,-70.948211
AMESVILLE,OH,39.410743,-81.936397
AMF OHARE,IL,41.968029,-87.891214
AMHERST,SD,45.758528,-97.927389
AMHERST,OH,41.361746,-82.253828
AMHERST,TX,34.02831,-102.425378
AMHERST,CO,40.608363,-102.3582
AMHERST,MA,42.375827,-72.519894
AMHERST,VA,37.59162,-79.108441
AMHERST,NE,40.916581,-99.292974
AMHERST,NH,42.87474,-71.629365
AMHERST,WI,44.393087,-89.335313
AMHERST JUNCTION,WI,44.530435,-89.356252
AMHERSTDALE,WV,37.795916,-81.783341
AMIDON,ND,46.454966,-103.485325
AMIGO,WV,37.603344,-81.53998
AMISSVILLE,VA,38.67125,-77.995615
AMISTAD,NM,36.369783,-103.505541
AMITE,LA,30.74483,-90.41058
AMITY,MO,39.904361,-94.490744
AMITY,AR,34.232509,-93.313673
AMITY,OR,45.121454,-123.191368
AMITY,PA,40.049765,-80.168133
AMITYVILLE,NY,40.671043,-73.416638
AMLIN,OH,39.969036,-83.011389
AMMA,WV,38.591037,-81.273681
AMMON,VA,37.072361,-77.647495
AMO,IN,39.736926,-86.483474
AMONATE,VA,37.13549,-81.563406
AMORET,MO,38.251879,-94.331993
AMORITA,OK,36.925116,-98.29243
AMORY,MS,33.942639,-88.411284
AMSDEN,OH,41.037511,-82.910552
AMSTERDAM,MO,38.251879,-94.331993
AMSTERDAM,NY,42.906298,-74.229042
AMSTERDAM,OH,40.486354,-80.84505
AMSTON,CT,41.626377,-72.3728
ANABEL,MO,39.742779,-92.327977
ANACOCO,LA,31.142302,-93.268452
ANACONDA,MT,46.15821,-113.009421
ANACORTES,WA,48.499172,-122.607111
ANACOSTIA ANNEX,DC,38.893311,-77.014647
ANADARKO,OK,35.167108,-98.325598
ANAHEIM,CA,33.834268,-117.919434
ANAHOLA,HI,22.055787,-159.454519
ANAHUAC,TX,29.662044,-94.592995
ANAKTUVUK PASS,AK,66.693255,-153.993988
